"year","KNC_NF_corp","KNR_NF_corp","KGC_NF_corp","KGR_NF_corp","IG_cc_NF_corp","IG_R_NF_corp","pK_NF_corp","z_NF_corp","rho_NF_corp","KNC_gov_trans","KNR_gov_trans","KGC_gov_trans","KGR_gov_trans","IG_cc_gov_trans","IG_R_gov_trans","pK_gov_trans","z_gov_trans","rho_gov_trans","KGC_productive","KNC_productive","KNR_productive","KGR_productive","IG_productive","pK_productive","GVA_NF","CCA_NF","NVA_NF","EC_NF","NOS_NF","TPI_NF","GOS_NF","ProfSh","WageSh","Py_fred","KGC_NF_IPP","KNC_NF_IPP","KNR_NF_IPP","pK_NF_IPP","z_NF_IPP","KGC_fin_corp","KNC_fin_corp","KNR_fin_corp","pK_fin_corp","z_fin_corp","KGC_total","R_NVA_KGC","k_Py","k_pK","y_t","y_GVA","y_GOS","y_NOS"
1993,5454732,9325177.35072,8285120.69812057,14163889.2400388,578320,988671.224446662,58.4946730217291,0.0616922210573824,0.0424297506362695,1081732,5346341.9817,1081936.9021169,2673677.34399003,45418,112236.746312788,40.466247901936,0.00519454691508341,0.0141710778643188,8285120.69812057,5454732,9325177.35072,14163889.2400388,578320,58.4946730217291,3534936,455844,3079092,2271015,488755,319322,944599,0.158733483767292,0.737559968977867,64.194,838976.159620525,736643,995565.6263,73.9924099968898,0.217033876800388,972857.811855106,614278,906666.4043,67.7512696055236,0.0837784160423379,9124096.8577411,0.371641176054137,16.3732322146107,16.4662062723612,15.3834057438949,15.5214661900849,14.201776215398,13.542877058012
1994,5759417,9563981.3346,8796526.44104205,14607349.0930491,630521,1047031.50945197,60.2198686771159,0.058023264765303,0.0426134126166061,1154738,5513126.0718,1152649.03060604,2751576.29794341,48526,115840.110813088,41.8904986013855,-0.010930477854841,0.0141906266083299,8796526.44104205,5759417,9563981.3346,14607349.0930491,630521,60.2198686771159,3816575,482344,3334231,2398673,584811,350747,1067155,0.175396065839469,0.719408163381601,65.564,897706.136104363,791165,1041342.3873,75.9754917929864,0.199875491937287,1055279.47575778,656067,943909.8851,69.50525790187,0.0766224522659661,9694232.57714642,0.379039501824657,16.4120109000771,16.4970353225718,15.4418960471965,15.5770074027017,14.3026502079987,13.7011874182513
1995,6106995,9881148.15336,9358890.9878939,15142731.965971,716637,1159522.21496488,61.8045079905352,0.0624362667367173,0.0427277624480087,1241162,5667927.7867,1236859.87023458,2824140.7756428,48903,111660.956649088,43.7959708277311,-0.0155396889999608,0.0142087569873729,9358890.9878939,6106995,9881148.15336,15142731.965971,716637,61.8045079905352,4041486,520836,3520650,2524557,637426,358667,1158262,0.181053498643716,0.717071279451238,66.939,962962.380428071,850989,1092675.49998,77.8812190824793,0.205946868621943,1125129.53664309,687683,976301.91248,70.4375348659462,0.0900270476743458,10321853.368322,0.376182392182375,16.4532257863022,16.5330312365887,15.4755446186854,15.6135114331573,14.3638195927504,13.7665818999133
1996,6431219,10244082.92094,9881784.10499742,15740377.6451121,781007,1244041.05502154,62.7798412960315,0.0736346637622415,0.0426868399528585,1312031,5821892.49745,1306136.79506093,2897869.031985,51354,113936.891473619,45.0723197164727,-0.00763896177660298,0.0142374755104996,9881784.10499742,6431219,10244082.92094,15740377.6451121,781007,62.7798412960315,4296356,554164,3742192,2667703,702808,371681,1256972,0.187806504850633,0.712871760722058,68.164,1030431.31226618,912118,1159572.7114,78.6598365960822,0.223588974752835,1193414.63583888,721689,1020259.02074,70.735860730401,0.0984469113727435,10912215.4172636,0.378695988521698,16.4894572505937,16.5717397933666,15.518435713703,15.6565313992644,14.4274698318087,13.8460926380125
1997,6811804,10654136.7207,10491172.9546345,16408926.478094,855906,1338696.70120683,63.9357667220967,0.0725721583124653,0.0425750819538371,1391593,5970174.39055,1385605.18738472,2972242.81996873,53944,115714.53985606,46.618169218062,-0.00943899651002295,0.014265914510297,10491172.9546345,6811804,10654136.7207,16408926.478094,855906,63.9357667220967,4609353,594612,4014741,2862551,763291,388899,1357903,0.190122102521682,0.713010129420553,69.34,1126134.13290121,993809,1244212.36398,79.8745478481658,0.222708086142468,1271035.0454006,762177,1067025.72492,71.4300491731016,0.0919176973064467,11617307.0875357,0.382677991999595,16.5321930363098,16.6133360421631,15.5716316409188,15.7097463037829,14.4876004017094,13.9115428725404
1998,7180238,11084625.65628,11090049.8558468,17120470.2631784,911542,1407209.87799802,64.7765492732904,0.0786955410318681,0.0423955883916161,1449724,6117487.12095,1445722.55173999,3050300.98513108,57134,120545.879480631,47.3960621849211,-0.000352343188812332,0.0142948328557901,11090049.8558468,7180238,11084625.65628,17120470.2631784,911542,64.7765492732904,4875176,634096,4241080,3093832,744345,402904,1378440,0.175508361077839,0.729491544606563,70.119,1236219.17927786,1082651,1338638.77236,80.8770089701871,0.227852687468654,1371038.26189798,821761,1136187.52216,72.3261771470395,0.0899371517492448,12326269.0351247,0.382422086025524,16.5765352421874,16.6557853969442,15.6153048990576,15.7546431516297,14.4914393702306,13.8752363033157
1999,7599121,11553789.35304,11772382.2839524,17898862.9200991,987288,1501083.82045557,65.7716768741377,0.0779646877923229,0.0422121093886807,1546342,6280570.77165,1543058.90525537,3133618.13210827,62536,126997.059439601,49.2420850340566,-0.0113139843749844,0.0143198696375645,11772382.2839524,7599121,11553789.35304,17898862.9200991,987288,65.7716768741377,5168284,679076,4489208,3309975,754597,424636,1433673,0.168091342615446,0.737318253019241,71.111,1393861.87094116,1206775,1449923.65686,83.2302441780576,0.216310638960486,1486617.23917777,888872,1209139.00692,73.5128049722086,0.0895930544446979,13166244.1548936,0.381333861891275,16.6221950112821,16.7002477447764,15.6581150016492,15.7989794259669,14.5166783901371,13.87486726036
2000,8137294,12074800.87374,12642883.9363379,18760573.9698094,1087247,1613348.49466803,67.3907096695632,0.0705190420664127,0.0419935863140043,1665389,6472509.0391,1659117.76247742,3224067.98488715,69669,135383.754859993,51.4603839079867,-0.0152778189726366,0.0143393037015913,12642883.9363379,8137294,12074800.87374,18760573.9698094,1087247,67.3907096695632,5510787,737452,4773335,3597328,726139,449868,1463591,0.152124039062836,0.753629904458832,72.722,1569921.68077471,1335108,1567806.70898,85.1576914649516,0.229206340659361,1604429.18541542,949990,1269332.96602,74.8416708169724,0.0917530611020463,14212805.6171126,0.377551120775584,16.6711313139257,16.7472680964799,15.6970820137374,15.8407442358924,14.514929796634,13.8140229692827
2001,8540556,12448375.42278,13382601.4989319,19505948.7452763,1048496,1528246.15133759,68.6077958764896,0.0778867889226192,0.0417296068409471,1741591,6667354.79465,1735960.15155362,3322899.07325612,75804,145100.704715874,52.2423375878387,-0.000117703073983993,0.0143513153456439,13382601.4989319,8540556,12448375.42278,19505948.7452763,1048496,68.6077958764896,5470157,781460,4688697,3582304,664885,441507,1446346,0.141805921773149,0.764029750696195,74.36,1679158.6584978,1395240,1658697.2572,84.1166158528088,0.269117214121162,1697706.55866904,987710,1310300.7949,75.3804014959314,0.105758788143498,15061760.1574297,0.350357664044187,16.705718048808,16.7862300408718,15.6569172997968,15.8110698991321,14.4808029569872,13.7036213954875
2002,8810698,12636682.66608,13968046.9350587,20033574.7046656,935180,1341275.44669726,69.7231879031837,0.0766225406350274,0.041712889638603,1827495,6879997.9016,1818823.70231306,3423676.46841555,78879,148478.4785951,53.1248708542484,-0.00198332951601346,0.0143552609886886,13968046.9350587,8810698,12636682.66608,20033574.7046656,935180,69.7231879031837,5543551,805024,4738528,3540451,731045,467032,1536068,0.15427681339015,0.747162620965836,75.515,1765863.67471502,1444022,1724836.7843,83.7193416295349,0.257400994511219,1782978.75770359,1019814,1343770.92304,75.8919531978624,0.103413786681909,15733910.6097737,0.339240555392656,16.7331217912103,16.8129201592505,15.6520759708877,15.8089847020859,14.525575336513,13.7830691703145
2003,9081233,12829549.81572,14537806.3342606,20538346.5633671,953330,1346820.9356395,70.7837229711116,0.0763350248611117,0.0420318934264829,1882379,7094755.54535,1870143.14725316,3524319.0836098,79494,149807.901948028,53.0639565512229,0.00674098994345432,0.0143603775670229,14537806.3342606,9081233,12829549.81572,20538346.5633671,953330,70.7837229711116,5733743,818191,4915552,3594306,830127,491120,1648317,0.168877676403383,0.731211062358816,77.006,1867464.56905688,1521620,1790092.34636,85.0023186286498,0.232621291873148,1863162.63327761,1045830,1368697.9194,76.4105786365529,0.104409583726748,16405270.9033175,0.338121989451444,16.7535499926835,16.837804260849,15.6692014596068,15.8231659491435,14.576552170415,13.8906208252081
2004,9838424,13043865.4137,15852348.4375542,21017177.0916292,1017506,1349018.02581717,75.4256785696875,0.0269010078089167,0.0423689168390625,2176016,7287618.92265,2156389.3961664,3610944.07580277,81973,137266.450693926,59.7181609822357,-0.0499577807627914,0.0143691468620061,15852348.4375542,9838424,13043865.4137,21017177.0916292,1017506,75.4256785696875,6133641,851954,5281688,3761333,988613,531742,1840566,0.187177470535935,0.71214600332318,79.077,1947180.14165544,1590638,1857652.53156,85.6262391903954,0.240607845656403,2041576.54416054,1129053,1398999.0847,80.704341578759,0.0571845713735235,17799528.5792096,0.333180160706516,16.8135763383916,16.8608506180876,15.7145044262323,15.8640472203688,14.6603318156513,14.0388063543498
2005,10724500,13309859.9502,17354822.1163049,21538556.7465758,1143620,1419312.97834377,80.5756036511778,0.024504258182392,0.0427237834787401,2431593,7411495.53685,2421884.0566736,3690951.33865013,86612,131996.689297438,65.6167972552936,-0.0353342655899249,0.0143977379208015,17354822.1163049,10724500,13309859.9502,21538556.7465758,1143620,80.5756036511778,6575529,913610,5661919,3928746,1157510,575663,2071120,0.204437753348291,0.69388947457567,81.556,2060211.45959025,1695424,1938787.89416,87.4476266902089,0.226749221708107,2222488.85614084,1211856,1424791.82864,85.054951582418,0.0577207844059992,19415033.5758952,0.326244715276027,16.8732612426501,16.885355224039,15.753153723786,15.9027458741988,14.7474803668551,14.1656619893474
2006,11601575,13657426.14456,18781361.0662261,22109502.516365,1271805,1497174.5524019,84.947008881473,0.0349123077804021,0.0430032891019929,2782275,7556649.6776,2771971.04075964,3764332.07922884,93270,126660.505419082,73.6377923737138,-0.0471652539815349,0.0144352390351091,18781361.0662261,11601575,13657426.14456,22109502.516365,1271805,84.947008881473,7021572,984445,6037127,4127501,1297836,611790,2282281,0.214975765790582,0.683686296478441,84.071,2168335.8867596,1797218,2028036.79302,88.6186091980963,0.235452927106298,2398853.01461849,1295023,1454194.57664,89.0543136938541,0.0609084567102051,20949696.9529857,0.321442465150002,16.9218840094203,16.9115180521899,15.7869473005583,15.9380061886191,14.814194445484,14.2497173260976
2007,12248970,14033871.74574,19835248.889807,22725611.9465052,1371569,1571432.00093011,87.2814731523978,0.0607507997992682,0.0432086868568338,3121039,7685988.8452,3112010.64716742,3831877.64079084,99126,122055.720910456,81.2137270261361,-0.0390478346781307,0.0144806988865921,19835248.889807,12248970,14033871.74574,22725611.9465052,1371569,87.2814731523978,7257367,1047219,6210148,4307101,1271768,631279,2318987,0.204788678144225,0.693558511004891,86.349,2305021.60047633,1924349,2128019.55308,90.4291033047503,0.227759920154112,2529430.24648463,1356196,1492271.1353,90.8813397189617,0.0868808545139125,22140270.4902834,0.313086467152489,16.9497441221017,16.9390031260043,15.7884682483922,15.9443006110816,14.8034139725957,14.2026915785484
2008,13060201,14369615.9607,21174256.6459833,23297186.3339684,1415006,1556874.41579852,90.8876133900783,0.047336149064332,0.0433563694854359,3321905,7807574.7112,3315771.84272976,3896579.88223714,102444,120388.629974995,85.0944146646388,-0.0150484365285521,0.0145324025840266,21174256.6459833,13060201,14369615.9607,23297186.3339684,1415006,90.8876133900783,7327703,1108750,6218953,4364267,1217245,637442,2325994,0.195731500141583,0.701768770402349,88.013,2424498.68930505,2028089,2223740.33884,91.2017003324201,0.24247136277765,2685078.297035,1420822,1505028.66096,94.404979576516,0.0679659834938076,23598755.3352884,0.293703486454138,16.9959823477675,16.9638431530453,15.7707977777201,15.9348583101865,14.7873436876695,14.1397863215646
2009,12692474,14446458.8268,20759475.099061,23628246.335944,1182561,1345980.20816741,87.8587213113698,0.122795469989572,0.0435640678510595,3361690,7941275.11095,3357918.70241254,3966183.11266985,107049,126440.207061342,84.6637335448727,0.0101758131782728,0.0145863753205024,20759475.099061,12692474,14446458.8268,23628246.335944,1182561,87.8587213113698,6904035,1114626,5789409,4094885,1086020,608503,2200647,0.187587368589782,0.707306220721321,88.556,2488975.35657914,2084458,2292689.61196,90.9175838336885,0.251287610374708,2628833.91720206,1358948,1485916.87476,91.4551831992279,0.140311865007115,23248450.4556401,0.278880317174391,16.9700483974228,16.9779534329493,15.6930758375267,15.8691516469836,14.7257970317275,14.0195652612388
2010,13078839,14588491.46502,21499009.4215782,23980577.7449419,1249146,1393331.30100951,89.6517575608156,0.0666162774437022,0.044057433514566,3493481,8068984.3231,3491165.69223524,4031818.29813741,107091,123675.440076116,86.5903528898628,-0.00359200722939372,0.0146337808819638,21499009.4215782,13078839,14588491.46502,23980577.7449419,1249146,89.6517575608156,7287190,1123495,6163695,4166597,1358883,638215,2482378,0.22046564601266,0.675990132542249,89.632,2577855.37133264,2172268,2360944.34112,92.008437563145,0.232457200364482,2659809.51763032,1349701,1475593.24324,91.4683640754836,0.10816147183944,24076864.7929108,0.286696697468006,16.9929752055319,16.9927548000566,15.7436447802517,15.911086357053,14.8341853165962,14.2316313836223
2011,13738372,14825099.93844,22623700.2002838,24413272.2892139,1389556,1499472.17691142,92.6696754628802,0.0539993479184681,0.0444850680407162,3734604,8177530.5455,3735115.52278912,4089325.30444717,106604,116713.507814012,91.3381852680479,-0.0182520806783564,0.014684813929141,22623700.2002838,13738372,14825099.93844,24413272.2892139,1389556,92.6696754628802,7661063,1173463,6487600,4372725,1444027,670848,2617490,0.222582619150379,0.67401273198101,91.481,2695664.8654676,2288911,2447699.19576,93.5127569582464,0.229011518838275,2768452.57035252,1386236,1476655.00914,93.8767681970171,0.0834354066463363,25319365.0657514,0.286761225730821,17.0235474817309,17.0106374886575,15.7744421061378,15.9407001904768,14.8667652868223,14.2719851818632
2012,14229170,15132471.40284,23457828.3472614,24946986.8332209,1529893,1627014.23005735,94.030708013296,0.074539747827321,0.0447830046336443,3902446,8261847.7004,3913449.47322672,4142571.54756399,107258,113537.671072131,94.4690858876777,-0.00784234702150734,0.0147436125684944,23457828.3472614,14229170,15132471.40284,24946986.8332209,1529893,94.030708013296,8110944,1234809,6876136,4608338,1572715,695082,2807524,0.228720752469119,0.670192968841803,93.185,2805932.89322618,2392601,2537863.62984,94.2761845777679,0.239210270041241,2847721.07914604,1412383,1491127.6951,94.7191179294193,0.104611179791514,26263761.2404876,0.293127560582681,17.0412982500424,17.0322636046612,15.814150845686,15.9793082402799,14.9183969355444,14.3388974046264
2013,14783467,15438829.55472,24387067.5381681,25468165.1510585,1572655,1642372.01553453,95.7551020794861,0.0702795050081128,0.0449430508458825,4004879,8354182.474,4019707.68334852,4192557.56276698,106729,111318.412025375,95.8772210797176,0.000542340016404627,0.0148053922830727,24387067.5381681,14783467,15438829.55472,25468165.1510585,1572655,95.7551020794861,8417763,1282795,7134968,4773788,1634506,726674,2917301,0.22908385854008,0.669069293653454,94.771,2960993.85805082,2536150,2637246.55648,96.1665868429482,0.22577367484515,2948881.22121785,1449588,1506547.80294,96.219183830155,0.0992904065713309,27348061.3962189,0.292571789897784,17.0632702615255,17.0529398047477,15.8342250546488,15.9995614046598,14.9398761624326,14.3605579066863
2014,15515241,15843141.2502,25560338.1455041,26100532.2213233,1744503,1781371.45535784,97.9303331011086,0.0669825446212038,0.0451153186057139,4048074,8461891.69225,4063628.94085662,4247203.48183127,111928,116984.350252757,95.6777549801899,0.00859904787217693,0.0148688313172076,25560338.1455041,15515241,15843141.2502,26100532.2213233,1744503,97.9303331011086,8851699,1352680,7499019,5032917,1711433,754668,3064114,0.228220917962736,0.671143385554831,96.421,3107979.68831613,2664346,2747426.48468,96.9760615927936,0.239765206921683,3051146.3660435,1489951,1528812.21712,97.4580778015231,0.104089723591174,28668317.8338203,0.29338496843474,17.092998582638,17.0774662637066,15.8667289357236,16.0325661417321,14.9717151811889,14.3892877550111
2015,15792586,16202867.1948,26051434.2643378,26728233.7179691,1760602,1806341.30400805,97.467848190895,0.0960536194066723,0.0451576924703235,4073987,8581142.7572,4091342.93138997,4308849.99914316,118726,125037.801420491,94.9520854103429,0.0115514589961624,0.0149254172492055,26051434.2643378,15792586,16202867.1948,26728233.7179691,1760602,97.467848190895,9222330,1408263,7814067,5303853,1738998,771216,3147261,0.222547106391588,0.678757041627619,97.316,3237376.04522599,2761618,2859090.21134,96.5907962276462,0.25680533019785,3149348.17688301,1532246,1561612.616,98.1194685737606,0.112509984531492,29288810.3095637,0.299947669702655,17.1027901532182,17.1012310072924,15.8986428993523,16.0643450455416,14.9892498791754,14.3960264136877
2016,16251521,16545197.94114,26841959.2516286,27327013.2036386,1775302,1807383.01327622,98.2250019480893,0.0827109612183827,0.0452182340352043,4213927,8698455.49675,4234208.38638544,4370160.32941949,121913,125827.382032874,96.8890856905447,-0.00216822063890473,0.0149731486984621,26841959.2516286,16251521,16545197.94114,27327013.2036386,1775302,98.2250019480893,9346389,1441019,7905370,5448417,1671794,785159,3112813,0.211475743703331,0.689204553360564,98.241,3449149.48635973,2935578,3004976.01312,97.6905634914554,0.239482746352488,3257891.98153025,1580842,1601600.35328,98.7038993068722,0.116492278710918,30291108.7379883,0.294515386372936,17.1232234073442,17.1233862655668,15.9007993758374,16.0682471659486,14.968783919436,14.3471544017827
2017,16888542,16888542,27957166.4161366,27957166.4161366,1868618,1868618,100,0.0744383357867002,0.0453201664694559,4405285,8810570,4431626.6103858,4431626.6103858,127107,127107,100,-0.00738648372966972,0.0150202084330408,27957166.4161366,16888542,16888542,27957166.4161366,1868618,100,9771449,1509413,8262036,5727599,1708532,825905,3217945,0.20679309555175,0.6932430456609,100,3724838.29002338,3157018,3157018,100,0.227818124674216,3389502.01020253,1633486,1633486,100,0.11278344165576,31682004.70616,0.295524799510126,17.1461841259931,17.1461841259931,15.9271816042278,16.0949753241786,14.9842535150273,14.3511450802421
2018,17670681,17325786.35238,29248044.129944,28677183.62526,2028676,1989080.49747493,101.990643544861,0.0723690186546857,0.0453931299568014,4624515,8932243.9717,4654921.96359356,4495487.48874665,135261,130628.212023976,103.546544735048,-0.00920405835963339,0.0150661008999839,29248044.129944,17670681,17325786.35238,28677183.62526,2028676,101.990643544861,10337804,1582147,8755657,6047036,1835141,873481,3417287,0.209594893906876,0.690643317800138,102.291,4001656.43579462,3366870,3333242.74476,101.008845074151,0.245342592467188,3582494.19049665,1716707,1669488.03144,102.828350228978,0.0993328098038862,33249700.5657387,0.299358718179586,17.1686717554943,17.1716123689177,15.9625590571594,16.1286665188189,15.0217060128163,14.3999803691961
2019,18471301,17718951.61014,30607540.0301756,29360872.8860032,2069383,1985095.54036537,104.246015263281,0.0702470493801837,0.0453812444286126,4760410,9079336.43785,4787234.75404381,4565249.10028042,144377,137682.190912912,104.862509118062,0.000905560449238453,0.0151086127031096,30607540.0301756,18471301,17718951.61014,29360872.8860032,2069383,104.246015263281,10799812,1664696,9135116,6344263,1861862,928990,3526559,0.203813722781407,0.694491783136635,103.979,4310923.60772001,3594909,3530682.65048,101.819091543423,0.24952226607422,3764497.10227229,1800082,1720844.83128,104.604550467288,0.112782558695531,34918463.6378956,0.298459660299188,17.1977381730973,17.1951734917183,15.9886176764392,16.1560205148484,15.0368143962726,14.3980688505294
2020,18843167,17969239.80258,31378927.4844458,29923604.2813703,1988702,1896467.99467788,104.863462266748,0.0870169297219578,0.0454256453644678,4931866,9244005.99115,4945436.92025581,4634721.27179642,147903,138610.438534731,106.704084889639,-0.00243114620394854,0.0151444675854554,31378927.4844458,18843167,17969239.80258,29923604.2813703,1988702,104.863462266748,10498662,1728115,8770547,6350094,1912578,507876,3640692,0.218068268718017,0.724024852725833,105.377,4751314.05095022,3944540,3716031.17726,106.149270870986,0.209876803002878,3897333.00604424,1839922,1741100.05768,105.675833613588,0.121729951005738,36130241.535396,0.279504358596943,17.2092729163814,17.2141581677649,15.9345355241374,16.1143841684489,15.0553101214467,14.4115884181772
2021,20906670,18286406.62134,34837248.6481878,30471045.5729913,2185960,1911990.4517546,114.329022825087,0.00596070213002264,0.0456010962884955,5540500,9345944.28605,5553398.29447053,4683850.83100502,141668,119485.717454754,118.564798385753,-0.0426058540308942,0.0151802350390065,34837248.6481878,20906670,18286406.62134,30471045.5729913,2185960,114.329022825087,12072724,1815454,10257270,6998733,2555943,702594,4371397,0.249183554688528,0.682319272087017,110.186,5127108.43062458,4241707,3947314.31594,107.458050220911,0.241883735367833,4412975.98724096,2066406,1761698.31614,117.296246529181,0.0250626147203683,39964357.0788124,0.29443398655231,17.2691980748499,17.2322874652071,16.0464976195115,16.2094595902059,15.193593534701,14.6569321328435
2022,23313722,18676700.82696,38786548.42115,31072033.928011,2491698,1996107.61838605,124.827838792312,0.00370822959828489,0.0457850801353177,5853641,9423124.87925,5879180.09298899,4732118.71071662,148626,119628.224407972,124.239911388416,-0.0141684121298239,0.0152354007997023,38786548.42115,23313722,18676700.82696,31072033.928011,2491698,124.827838792312,13445428,2010486,11434942,7593396,2736706,1104840,4747192,0.239328367384811,0.664051990819018,118.023,5639429.95794666,4649271,4232929.7344,109.835770771636,0.234370017388225,4994278.45271564,2310716,1761665.64642,131.166547108174,0.0146925759796964,44425978.3790967,0.294817210230663,17.3078747195677,17.2518187419885,16.0864749785409,16.2484403458354,15.2073545085751,14.6565562306351
2023,24166378,19145864.52372,40161881.5889362,31818336.3646575,2742568,2172805.34861657,126.222443337881,0.0801686993623857,0.0459095441024269,6075442,9535944.2281,6108405.14065063,4793841.39819652,170842,134075.823933227,127.421928121123,-0.00424406256869189,0.0152897974198049,40161881.5889362,24166378,19145864.52372,31818336.3646575,2742568,126.222443337881,14163359,2154291,12009068,8015626,2877736,1115707,5032026,0.239630252739014,0.667464452695247,122.39,6141851.61407934,5029315,4512294.25722,111.458045803479,0.24257680578998,5103614.61627306,2341371,1778049.511,131.68199116588,0.122330132028392,46303733.2030156,0.29901656807106,17.3063864031582,17.2755532968125,16.0991301076405,16.2641263542062,15.2292907628745,14.6704719504475
2024,24954909,19595268.62634,41512608.2513652,32596821.3334506,2851190,2238831.404063,127.351706556631,0.0845955825674422,0.0458963793245936,6277027,9664710.70865,6318903.07665223,4864593.55932691,187362,144240.22134954,129.895807318516,-0.00114823921302054,0.0153296811710939,41512608.2513652,24954909,19595268.62634,32596821.3334506,2851190,127.351706556631,14849197,2274356,12574841,8451105,2957761,1165975,5232117,0.235212596326268,0.672064561293459,125.428,6673310.85604023,5423814,4761067.27562,113.920129374641,0.235269688126805,5297916.02268156,2415243,1804724.33738,133.82891503011,0.113928953585021,48185919.1074054,0.302916186905372,17.3149460495722,17.2997253364741,16.1206469269623,16.2868946449042,15.2437648314818,14.6733814183795
